-1	237	111	209	13	69	139	181	167	55	27	41	223	125	97	
81	-1	207	221	165	123	193	11	179	109	39	67	25	137	151	
187	33	-1	47	89	215	243	131	201	19	145	75	229	271	257	
84	56	126	-1	0	28	42	196	140	252	168	70	266	112	238	
194	96	26	152	-1	236	222	40	250	264	110	124	138	180	82	
150	52	10	192	66	-1	178	136	24	38	164	94	262	108	206	
46	4	102	256	18	32	-1	60	158	88	200	130	172	116	74	
103	117	54	19	145	229	187	-1	5	215	243	159	250	26	264	
19	103	96	215	131	243	68	236	-1	145	187	271	257	264	54	
154	224	140	14	70	266	168	126	84	-1	42	98	238	210	182	
265	251	69	97	209	83	55	153	125	195	-1	13	181	237	223	
250	264	166	180	54	222	236	82	208	26	138	-1	152	194	110	
5	89	40	33	47	201	12	68	110	75	103	215	-1	54	271	
198	16	58	184	100	254	226	170	72	30	2	86	142	-1	44	
34	216	62	6	160	20	146	48	118	104	90	174	132	188	-1	
