-1	76	244	258	48	160	20	118	62	34	272	188	202	230	104	
181	-1	27	41	83	69	55	251	111	13	125	97	153	139	167	
144	88	-1	214	186	60	46	256	102	116	158	130	32	172	74	
174	230	20	-1	160	188	104	48	118	244	202	34	62	132	90	
170	247	64	253	-1	78	92	106	22	176	232	204	246	190	254	
56	238	168	14	210	-1	154	182	98	84	42	252	28	196	140	
139	209	111	237	181	223	-1	27	251	41	97	83	13	167	125	
9	177	191	247	261	93	149	-1	205	79	163	135	233	23	37	
227	45	17	3	199	171	185	87	-1	241	213	31	129	269	157	
213	143	227	59	269	3	171	17	73	-1	31	185	157	101	45	
90	188	6	76	34	104	244	62	146	132	-1	48	174	118	20	
4	18	200	270	74	46	144	214	256	88	228	-1	102	158	172	
72	226	240	184	44	268	198	142	58	254	86	170	-1	212	2	
129	59	3	45	87	73	31	227	143	199	255	241	17	-1	185	
241	31	269	220	59	227	213	199	234	206	262	24	191	248	-1	
