-1	209	237	223	167	265	27	97	251	153	181	69	111	55	139	
94	-1	38	52	178	66	164	192	248	80	108	206	234	220	262	
12	110	-1	96	54	222	124	152	194	138	166	26	68	180	82	
80	136	164	-1	66	234	38	150	206	108	94	220	24	192	178	
18	102	144	158	-1	88	4	200	60	46	186	172	32	214	228	
63	250	105	124	26	-1	152	217	82	54	208	194	175	96	40	
108	59	220	262	192	80	-1	234	24	178	248	52	73	206	94	
193	123	249	53	81	137	67	-1	165	25	221	95	179	109	207	
125	153	265	111	209	181	223	41	-1	97	55	167	237	69	27	
84	168	210	266	196	238	42	126	14	-1	70	112	56	28	252	
1	43	253	15	267	113	99	29	141	225	-1	239	85	155	197	
198	30	100	2	254	44	268	156	86	184	128	-1	212	226	58	
39	26	207	249	95	109	11	263	53	123	193	81	-1	165	221	
185	17	3	45	150	199	87	241	255	101	24	38	269	-1	234	
204	22	148	246	120	162	8	36	106	50	64	190	134	78	-1	
