-1	42	56	112	14	196	84	70	168	182	98	140	0	210	
127	-1	141	85	1	29	57	99	113	197	155	211	169	225	
156	16	-1	128	212	44	72	30	86	170	184	100	226	268	
31	185	3	-1	143	59	17	171	73	101	199	157	213	255	
88	74	60	46	-1	18	32	256	158	186	102	172	200	130	
92	176	232	204	162	-1	246	218	120	36	260	64	8	134	
22	148	8	92	134	78	-1	106	260	120	64	50	162	36	
177	233	93	247	37	51	191	-1	205	219	107	23	79	261	
107	37	149	219	65	23	177	9	-1	93	233	79	191	51	
9	135	23	163	51	107	205	65	247	-1	177	149	261	191	
164	24	38	52	192	150	262	10	136	80	-1	94	206	220	
38	10	178	66	108	192	220	262	164	234	248	-1	136	206	
151	249	109	25	95	221	235	165	263	39	67	53	-1	179	
27	69	195	139	41	55	167	83	153	97	111	125	13	-1	
