-1	55	167	237	97	251	83	181	125	139	153	223	195	
143	-1	171	157	59	269	87	73	199	213	17	101	241	
70	28	-1	210	14	42	224	56	98	84	126	238	252	
35	63	77	-1	217	105	147	161	175	91	189	133	203	
212	226	198	30	-1	142	44	170	156	128	184	72	86	
27	153	181	195	55	-1	97	69	83	223	265	125	237	
268	184	142	58	254	16	-1	198	72	156	240	170	212	
44	254	268	86	240	212	128	-1	142	16	30	156	226	
191	23	37	16	51	219	135	65	-1	30	44	58	79	
21	49	147	231	35	63	217	77	203	-1	273	189	161	
65	79	23	261	93	37	51	107	149	135	-1	177	219	
50	36	64	22	148	204	78	92	162	106	246	-1	232	
14	126	154	42	266	168	28	98	182	56	70	140	-1	
