-1	223	41	153	55	265	97	69	237	181	125	27	251	
31	-1	227	101	59	129	171	73	157	17	269	185	255	
168	140	-1	84	98	14	126	56	252	154	210	238	182	
231	21	161	-1	91	35	105	189	203	217	175	273	133	
142	212	198	268	-1	240	16	30	86	128	184	254	226	
83	55	223	181	69	-1	167	125	139	195	27	153	97	
198	240	30	44	156	254	-1	184	212	72	226	142	268	
212	198	268	254	170	44	86	-1	100	142	16	226	156	
37	44	23	16	149	51	65	177	-1	30	58	170	191	
49	91	35	63	21	77	133	203	161	-1	189	175	105	
23	37	51	79	65	93	149	107	135	261	-1	163	205	
92	50	64	148	36	22	78	134	106	246	232	-1	260	
14	84	70	28	42	210	56	238	126	168	140	196	-1	
