-1	216	160	258	244	188	132	202	90	174	104	146	76	
55	-1	69	125	97	223	153	167	139	195	265	237	251	
62	132	-1	20	146	174	76	34	244	188	202	272	104	
34	48	230	-1	188	216	160	272	202	132	244	104	146	
20	174	48	76	-1	202	104	90	230	62	34	216	272	
273	161	91	63	133	-1	35	105	21	77	147	231	49	
231	21	217	91	259	210	-1	63	273	245	49	175	203	
50	78	260	176	162	246	148	-1	134	218	22	190	232	
163	65	177	107	79	261	191	205	-1	149	219	51	37	
24	38	108	52	178	206	136	94	234	-1	164	262	66	
41	27	55	69	125	237	195	139	153	83	-1	251	97	
69	83	139	27	55	97	41	125	167	153	181	-1	223	
197	43	29	57	85	127	141	155	183	169	211	15	-1	
