-1	153	167	139	181	195	97	62	202	188	174	132	83	
48	-1	76	90	62	174	202	146	230	104	132	272	188	
105	259	-1	133	231	273	245	35	189	161	91	147	217	
77	217	203	-1	259	147	231	21	105	175	161	245	273	
91	161	21	35	-1	245	217	133	175	147	49	189	203	
36	22	64	50	106	-1	190	78	162	134	204	218	260	
23	37	51	65	79	93	-1	107	135	261	149	163	177	
126	70	140	238	28	14	168	-1	224	196	210	154	182	
14	84	98	168	238	28	42	56	-1	266	70	210	196	
28	14	56	42	84	70	126	98	154	-1	168	182	224	
56	224	28	14	126	98	84	42	182	238	-1	266	252	
42	56	14	28	98	126	70	84	140	252	196	-1	238	
213	31	45	59	17	87	101	269	129	143	157	171	-1	
