-1	1	239	155	15	8	36	22	29	218	92	225	106	197	
79	-1	219	191	233	149	23	93	65	107	135	205	163	37	
164	52	-1	38	192	66	108	80	150	10	234	24	136	206	
67	123	179	-1	53	207	95	11	81	25	165	235	151	137	
249	11	95	239	-1	109	67	165	137	39	151	81	207	179	
84	56	224	0	196	-1	42	252	70	238	14	98	28	154	
170	240	30	16	128	184	-1	268	198	254	58	212	72	142	
184	30	16	212	44	114	86	-1	58	128	226	72	100	240	
102	130	88	221	25	165	11	179	-1	53	39	193	235	74	
88	18	74	172	158	60	102	200	228	-1	214	242	32	46	
256	200	46	74	32	88	158	4	186	144	-1	270	18	116	
61	89	103	159	229	33	47	257	19	5	173	-1	117	187	
44	254	212	86	142	268	226	170	156	184	128	198	-1	58	
131	228	70	32	4	215	81	158	172	193	53	112	147	-1	
