-1	232	211	8	106	148	176	22	57	99	85	183	43	197	29	
128	-1	100	156	226	240	212	268	184	16	44	58	170	254	198	
16	23	-1	79	37	219	93	107	30	44	72	86	156	128	226	
269	31	255	-1	241	17	73	87	213	3	185	45	101	59	129	
172	88	186	144	-1	32	158	102	46	74	130	200	214	18	4	
4	74	60	158	270	-1	130	88	172	214	102	256	200	186	144	
256	4	200	172	60	46	-1	18	88	32	144	214	270	102	74	
158	144	172	200	256	-1	186	-1	74	60	270	130	32	214	46	
132	62	160	104	230	20	244	202	-1	146	258	272	188	6	34	
36	92	204	260	162	8	134	176	50	-1	190	232	22	218	78	
218	106	232	92	50	36	22	162	78	120	-1	134	148	64	8	
78	148	176	162	22	190	50	246	92	64	204	-1	218	260	106	
113	8	50	36	64	78	106	134	15	127	57	120	-1	141	183	
51	163	191	135	79	93	205	37	177	107	247	9	233	-1	23	
93	51	65	191	135	205	163	233	219	247	177	37	261	149	-1	
