-1	212	142	86	100	170	2	156	58	72	184	226	240	247	
31	-1	3	45	17	157	59	185	87	143	101	171	199	241	
45	73	-1	31	87	59	185	101	17	213	129	241	157	227	
256	130	200	-1	172	4	102	60	214	186	18	144	74	158	
36	124	12	260	-1	117	71	5	159	113	267	271	145	215	
90	258	174	230	202	-1	216	244	146	76	188	104	20	132	
77	161	21	245	189	49	-1	147	91	7	259	63	133	35	
49	119	35	203	77	63	231	-1	189	105	91	161	175	21	
133	7	105	49	63	35	175	259	-1	21	245	119	231	77	
175	63	133	91	231	161	119	217	203	-1	35	49	245	259	
65	177	205	79	51	23	107	9	163	149	-1	135	121	219	
23	79	149	37	177	9	205	247	219	191	233	-1	261	93	
94	38	52	10	24	206	220	66	150	80	192	108	-1	164	
27	13	41	55	83	69	97	111	139	125	153	181	251	-1	
