-1	196	56	154	266	98	168	224	210	84	70	140	0	126	252	
14	-1	154	140	210	224	98	28	112	70	252	126	42	84	0	
182	238	-1	84	112	70	196	98	0	252	224	210	126	42	266	
78	64	22	-1	92	260	8	57	106	29	162	134	120	218	204	
30	58	16	170	-1	128	2	72	184	100	142	198	226	240	156	
18	-1	4	74	46	-1	60	32	102	88	158	186	144	228	172	
48	19	75	145	257	201	-1	117	159	229	131	33	103	173	187	
105	91	161	175	147	133	217	-1	63	49	189	245	203	77	273	
119	49	175	266	77	217	91	126	-1	140	203	154	231	189	245	
247	9	65	191	163	149	135	233	261	-1	79	205	177	37	93	
9	23	37	233	51	247	65	261	136	219	-1	93	-1	-1	107	
74	53	88	256	25	39	179	165	221	130	193	-1	270	102	144	
235	263	11	249	137	207	25	67	165	53	151	109	-1	95	81	
25	179	165	53	11	137	235	249	67	109	207	263	193	-1	151	
111	167	139	125	41	27	55	209	97	195	237	69	181	223	-1	
