-1	125	167	139	153	97	181	62	146	174	188	132	83	
48	-1	76	90	62	174	202	216	160	104	132	146	188	
105	245	-1	133	203	231	273	189	91	161	175	35	147	
77	259	217	-1	175	147	231	161	21	189	203	105	245	
91	231	21	35	-1	245	217	133	49	147	273	189	161	
36	22	64	50	106	-1	190	78	204	134	162	218	260	
23	37	51	65	79	93	-1	107	135	261	149	163	177	
266	140	84	14	28	238	168	-1	210	196	224	154	182	
70	42	14	168	238	28	252	56	-1	266	182	224	196	
28	14	56	42	84	70	126	98	154	-1	238	182	224	
56	210	28	84	126	252	70	42	98	168	-1	14	266	
42	56	98	28	266	126	84	70	140	252	196	-1	238	
17	31	45	59	73	87	101	255	129	143	157	171	-1	
