-1	154	112	182	14	126	196	98	168	84	224	238	140	28	
44	-1	240	114	226	2	142	72	86	58	100	198	268	128	
2	170	-1	16	184	100	72	30	44	128	58	142	226	212	
60	186	200	-1	4	74	130	102	270	46	144	88	172	256	
75	19	89	215	-1	159	201	47	33	103	131	173	243	145	
49	210	21	224	28	-1	217	42	259	238	203	35	231	252	
8	29	176	22	43	57	-1	85	99	169	211	155	36	225	
37	177	93	219	247	107	205	-1	233	135	23	9	149	79	
80	10	108	52	220	164	192	66	-1	24	38	150	136	94	
192	206	38	178	262	66	80	52	248	-1	220	234	164	108	
67	235	151	81	207	95	137	193	179	123	-1	109	11	165	
53	137	81	207	39	179	67	165	263	95	249	-1	193	221	
208	40	54	96	180	82	110	222	236	68	264	26	-1	124	
177	65	135	37	233	191	149	261	205	9	51	23	247	-1	
