-1	132	48	20	258	62	104	34	216	160	174	90	76	
27	-1	153	139	167	181	55	41	223	83	195	265	237	
202	20	-1	188	216	230	160	146	272	104	132	244	174	
230	76	62	-1	174	48	34	272	244	146	160	202	216	
146	90	76	104	-1	132	48	160	188	34	20	62	202	
273	105	35	259	245	-1	147	217	203	91	189	175	161	
245	175	91	210	273	77	-1	63	21	203	231	189	259	
190	204	260	92	232	22	134	-1	176	78	106	50	246	
79	149	163	135	107	65	219	37	-1	261	51	233	93	
52	248	24	38	150	234	108	164	192	-1	178	220	66	
41	125	55	69	83	27	97	223	139	265	-1	167	251	
195	69	41	27	125	55	83	181	97	139	237	-1	153	
15	99	29	43	57	85	127	141	169	197	183	225	-1	
