-1	204	120	134	148	162	92	232	50	64	246	260	78	106	
37	-1	93	51	65	9	79	107	135	149	233	177	163	191	
12	26	-1	152	250	54	68	82	110	138	166	124	180	222	
0	112	42	-1	7	28	140	56	70	98	182	84	252	168	
239	169	99	211	-1	43	197	113	183	85	71	15	225	57	
86	184	198	268	156	-1	72	170	226	254	2	240	58	16	
185	157	129	227	3	213	-1	255	101	241	17	59	269	87	
158	4	18	200	32	102	46	-1	214	74	60	228	242	186	
200	228	172	144	270	130	32	88	-1	60	242	256	74	46	
215	47	229	19	173	33	103	271	187	-1	131	159	89	145	
19	89	33	47	215	229	173	145	103	201	-1	187	117	159	
33	103	271	173	89	47	145	131	117	5	75	-1	19	201	
5	33	47	187	103	145	201	173	159	-1	271	215	-1	229	
175	118	6	273	258	217	153	251	125	211	267	1	62	-1	
