-1	44	226	142	212	2	128	58	72	254	170	156	268	86	
118	-1	90	104	76	146	132	174	188	216	244	230	62	202	
79	170	-1	128	107	184	156	191	149	177	205	219	135	212	
40	166	54	-1	68	82	96	110	124	138	152	180	194	208	
36	155	22	225	-1	50	64	99	113	169	127	197	183	232	
94	10	248	171	178	-1	192	157	129	206	136	17	150	73	
54	40	68	250	208	110	-1	82	138	222	166	124	264	152	
178	24	38	255	262	66	199	-1	52	234	87	45	248	241	
183	1	29	15	43	57	239	169	-1	267	99	211	253	197	
31	17	59	73	87	101	143	129	157	-1	199	185	241	227	
239	57	141	229	1	43	257	183	225	113	-1	253	211	267	
13	139	111	265	55	167	27	223	83	41	69	-1	97	237	
19	159	47	89	103	215	117	75	145	173	131	201	-1	187	
148	50	64	22	92	162	78	106	36	120	176	134	260	-1	
