-1	14	56	98	238	112	154	70	210	252	140	0	126	224	28	
182	-1	84	70	112	154	238	196	0	224	252	140	42	126	98	
196	266	-1	154	126	210	140	42	182	112	238	168	224	252	0	
162	134	22	-1	64	78	8	29	246	190	148	260	120	57	218	
86	30	16	170	-1	142	2	226	58	212	184	198	72	100	156	
18	-1	32	158	242	-1	60	46	130	102	172	186	4	74	88	
215	145	48	89	131	201	-1	117	257	75	103	159	19	33	173	
175	91	147	105	77	217	189	-1	63	273	161	245	203	133	231	
105	77	91	140	217	231	126	154	-1	119	266	49	175	189	203	
9	65	205	93	107	247	163	51	261	-1	177	233	219	37	79	
219	9	107	233	23	51	37	261	136	-1	-1	93	-1	247	65	
74	25	102	53	39	256	221	179	193	88	207	-1	130	270	144	
263	165	11	207	137	67	179	95	53	151	81	249	-1	193	109	
81	53	95	179	11	235	263	207	109	137	165	67	25	-1	151	
167	209	69	125	251	181	55	139	83	195	223	265	237	41	-1	
