-1	34	20	258	244	188	104	216	146	160	90	62	76	
97	-1	41	83	55	125	153	181	251	237	265	195	223	
202	132	-1	188	34	90	174	160	272	216	146	48	230	
48	20	62	-1	90	160	132	34	76	104	174	244	272	
174	146	104	216	-1	20	188	272	230	48	132	160	202	
273	63	245	231	259	-1	203	49	217	147	105	77	133	
231	91	77	210	63	35	-1	147	245	273	161	217	259	
134	246	260	204	78	176	22	-1	64	92	190	232	106	
37	177	205	149	107	93	51	163	-1	191	261	135	23	
262	108	66	38	136	24	178	220	80	-1	206	248	52	
195	139	55	69	41	167	97	27	153	125	-1	223	251	
125	69	167	27	265	153	41	55	237	97	83	-1	139	
15	29	85	43	99	57	127	169	197	155	183	211	-1	
