-1	8	29	148	106	176	22	232	43	183	197	211	85	225	99	
268	-1	86	72	226	240	212	142	16	170	128	156	198	100	254	
93	23	-1	37	65	79	107	219	170	44	100	72	128	184	58	
3	185	199	-1	213	171	241	269	157	255	45	129	143	17	31	
172	32	4	60	-1	88	46	-1	144	74	158	18	102	130	200	
256	60	214	102	186	-1	200	270	130	144	74	172	4	158	46	
130	4	18	74	270	32	-1	102	88	60	214	144	256	172	158	
60	46	158	88	256	18	186	-1	200	130	144	32	214	74	172	
188	174	258	6	216	244	230	62	-1	272	20	76	34	48	104	
78	106	162	50	246	36	204	22	92	-1	176	148	218	190	134	
64	50	204	106	78	218	134	36	148	8	-1	120	232	162	190	
134	64	176	22	92	50	36	204	162	232	246	-1	190	218	8	
15	78	50	64	8	106	148	134	120	29	57	43	-1	113	183	
51	37	9	79	205	65	247	149	135	261	93	107	177	-1	23	
37	163	247	177	51	149	219	107	205	65	261	79	93	233	-1	
