-1	156	212	16	100	44	72	30	142	170	198	2	184	58	86	
255	-1	185	73	45	213	31	87	227	199	241	17	59	269	3	
129	101	-1	3	241	255	171	199	269	87	143	73	227	45	17	
95	151	123	-1	165	263	46	172	186	102	214	200	32	228	221	
228	172	32	60	-1	270	18	130	256	144	158	186	88	200	214	
243	33	159	89	75	-1	5	229	201	60	187	103	131	19	173	
271	159	61	243	117	145	-1	215	103	187	229	89	201	131	257	
191	9	23	51	219	65	149	-1	93	107	163	261	177	37	205	
25	39	53	67	4	109	11	18	-1	32	172	46	158	74	60	
53	25	165	11	207	137	123	249	179	-1	151	193	81	95	263	
12	54	40	26	68	82	96	5	89	19	-1	33	47	103	75	
180	208	12	40	54	26	166	82	138	68	110	-1	250	222	96	
111	195	27	237	153	69	41	13	97	223	139	125	-1	167	209	
125	13	139	83	41	195	27	181	162	237	209	153	265	-1	251	
151	165	81	109	25	11	193	137	123	39	179	235	53	67	-1	
