-1	20	48	258	104	202	132	146	160	62	76	34	90	
181	-1	125	69	41	139	153	167	97	195	237	251	223	
188	62	-1	76	146	160	104	20	272	132	34	174	244	
174	160	230	-1	272	216	90	188	244	34	62	202	132	
244	132	216	20	-1	76	48	34	62	90	188	230	202	
273	259	91	49	175	-1	21	63	35	147	105	133	189	
231	35	203	210	259	245	-1	273	77	189	147	63	161	
218	92	260	106	162	232	176	-1	134	246	204	78	50	
261	177	51	149	191	205	219	23	-1	233	163	93	107	
164	108	24	136	220	80	52	38	66	-1	262	206	94	
139	55	167	125	27	41	223	83	251	153	-1	97	69	
223	27	41	55	69	195	167	153	265	125	181	-1	139	
15	85	29	43	57	99	239	127	169	183	197	211	-1	
