-1	27	41	195	251	83	223	69	181	97	167	139	125	
101	-1	31	185	157	45	227	73	213	269	241	199	129	
238	168	-1	14	196	182	154	224	126	140	210	266	70	
91	105	147	-1	161	21	35	175	189	203	231	245	217	
58	86	100	72	-1	16	30	128	142	184	226	170	44	
265	125	27	139	153	-1	237	97	195	69	251	41	223	
16	58	86	128	212	170	-1	184	72	254	198	100	142	
156	142	58	254	268	212	44	-1	240	170	86	16	198	
65	51	23	30	37	93	135	79	-1	16	44	58	107	
21	35	49	63	77	133	91	105	175	-1	217	161	231	
51	23	37	135	93	79	107	191	163	149	-1	205	177	
36	134	190	78	22	106	176	92	148	260	64	-1	50	
210	14	252	84	238	56	266	28	168	154	98	182	-1	
