-1	216	34	258	160	146	76	174	90	188	202	272	48	
27	-1	55	83	41	237	125	139	167	181	195	153	223	
132	244	-1	62	48	20	90	230	104	202	146	216	272	
20	188	174	-1	202	216	34	272	244	90	132	48	230	
62	272	188	76	-1	132	20	90	146	244	34	104	216	
245	175	161	105	231	-1	189	35	273	49	77	91	63	
231	49	210	161	175	259	-1	63	203	273	245	147	105	
106	22	78	148	260	204	218	-1	50	162	190	134	246	
191	37	261	79	219	23	135	177	-1	233	93	65	163	
66	248	108	220	80	136	38	94	150	-1	206	192	24	
41	97	223	27	167	153	55	83	181	125	-1	139	69	
55	69	41	125	27	167	83	223	237	265	251	-1	97	
127	15	29	43	57	141	169	155	85	197	211	183	-1	
