-1	1	225	211	15	8	22	106	29	218	36	239	92	260	
149	-1	233	37	205	51	93	79	107	135	65	247	177	163	
52	10	-1	66	192	24	206	94	136	80	178	164	108	220	
81	123	151	-1	235	109	11	179	207	25	165	193	53	137	
137	25	39	95	-1	67	109	165	151	179	81	221	249	239	
182	210	238	252	196	-1	154	0	56	98	28	42	14	168	
170	30	128	240	184	72	-1	268	16	226	58	212	254	198	
44	16	30	58	72	226	100	-1	198	128	114	169	240	86	
144	193	74	102	11	221	165	25	-1	235	88	179	39	249	
60	242	18	158	32	186	88	214	46	-1	144	200	74	102	
102	130	242	18	4	200	158	186	172	256	-1	270	32	46	
159	103	47	89	61	173	117	257	33	5	75	-1	19	243	
198	44	170	128	100	86	142	156	212	268	226	184	-1	58	
70	228	158	32	53	4	81	193	131	172	215	112	147	-1	
