-1	46	186	200	242	60	172	144	256	214	18	270	228	102	
136	-1	178	38	150	66	164	192	94	220	262	108	24	206	
54	12	-1	82	68	26	110	103	152	47	96	117	124	159	
22	246	204	-1	260	50	120	148	8	78	92	190	232	106	
5	89	173	33	-1	75	159	187	131	103	145	229	271	201	
129	227	87	143	255	-1	17	31	3	157	45	213	171	185	
77	231	35	273	49	133	-1	7	147	189	105	259	91	217	
26	82	40	12	54	180	96	-1	138	124	110	68	152	166	
90	20	62	174	216	202	251	48	-1	244	272	265	104	230	
38	52	164	178	10	94	66	248	24	-1	150	136	108	262	
120	8	190	162	246	218	22	204	36	232	-1	50	78	134	
32	186	200	88	18	102	60	242	158	4	130	-1	74	144	
161	119	259	133	63	7	245	35	189	203	175	217	-1	49	
9	2	16	44	23	37	30	58	72	86	65	79	128	-1	
