-1	36	50	204	22	78	64	134	148	162	92	260	246	218	
107	-1	9	163	205	219	93	65	79	135	23	149	177	261	
264	194	-1	250	166	180	40	54	110	152	68	222	124	236	
26	40	96	-1	194	124	54	12	68	222	82	138	152	180	
96	54	26	110	-1	138	12	40	124	68	250	180	82	152	
13	69	83	237	265	-1	111	27	41	55	167	195	97	251	
2	30	142	268	100	226	-1	72	58	44	86	156	128	240	
268	2	128	86	212	184	254	-1	142	156	58	100	240	16	
32	18	214	228	200	102	186	46	-1	88	242	256	158	172	
18	74	32	130	4	200	172	228	270	-1	256	242	186	214	
173	131	-1	19	187	47	215	201	117	103	-1	271	145	33	
187	229	117	33	89	5	19	173	131	145	75	-1	47	201	
103	89	254	5	173	19	201	33	75	117	229	215	-1	271	
6	188	20	244	76	90	118	146	62	48	160	104	132	-1	
