-1	69	139	55	27	83	97	216	34	90	153	20	167	
132	-1	272	90	62	20	244	146	202	48	104	76	188	
77	175	-1	133	91	147	161	35	189	105	245	203	217	
147	217	21	-1	175	189	231	105	49	161	203	259	245	
189	161	231	35	-1	203	217	133	21	147	49	245	273	
246	232	64	78	106	-1	92	50	134	218	36	162	260	
205	37	51	65	79	177	-1	23	107	261	191	149	135	
126	42	210	28	56	154	168	-1	140	196	224	238	182	
210	56	14	154	182	28	42	70	-1	238	252	224	196	
14	126	28	42	84	56	70	98	168	-1	182	154	140	
42	28	70	126	168	98	56	14	84	266	-1	210	238	
182	14	56	70	126	42	266	84	98	252	140	-1	28	
59	255	45	17	73	87	213	269	129	227	157	171	-1	
