-1	52	24	234	248	164	136	38	178	108	10	94	150	192	80	
227	-1	45	269	241	101	59	129	73	24	143	213	199	185	171	
218	232	-1	106	162	64	260	8	22	78	204	36	92	246	190	
16	156	212	-1	198	86	240	30	128	226	184	254	142	100	72	
44	16	72	268	-1	2	184	100	212	142	170	226	58	156	254	
231	36	224	22	92	-1	210	134	252	190	217	246	176	238	260	
205	177	51	37	9	107	-1	65	135	149	93	191	79	233	247	
102	32	158	200	228	242	144	-1	46	74	88	256	60	172	4	
66	150	206	248	24	52	262	192	-1	94	38	164	234	80	108	
212	254	2	58	-1	72	86	268	170	-1	30	240	184	198	44	
263	81	95	53	67	151	165	207	137	179	-1	109	193	249	235	
30	2	100	170	86	44	72	184	58	156	268	-1	16	128	142	
72	86	170	44	128	30	268	212	156	100	254	198	-1	226	240	
261	65	177	9	37	79	163	93	219	51	135	205	107	-1	149	
197	92	85	134	120	15	29	225	183	113	155	8	-1	211	-1	
