-1	83	125	27	41	223	69	181	97	139	153	167	265	
157	-1	101	129	87	171	73	185	199	227	213	241	269	
210	28	-1	154	140	14	42	168	238	252	196	224	84	
231	63	21	-1	35	133	147	189	161	217	203	245	105	
198	254	72	170	-1	268	156	16	30	240	128	184	226	
55	69	97	237	83	-1	125	153	251	195	181	139	167	
240	142	268	16	58	212	-1	86	170	184	254	100	30	
254	44	58	72	212	30	226	-1	268	100	142	198	128	
23	16	65	44	93	37	51	79	-1	58	226	72	205	
49	21	35	91	77	63	245	161	175	-1	147	203	133	
65	37	51	79	23	93	107	219	135	233	-1	261	163	
36	50	78	176	64	22	162	92	148	106	190	-1	232	
14	56	182	252	98	42	196	238	140	210	70	154	-1	
