-1	171	227	269	59	157	73	87	185	3	31	129	241	255	213	
11	-1	137	95	179	221	67	207	263	193	53	249	25	39	81	
145	47	-1	89	215	131	201	257	19	103	271	159	173	75	243	
206	234	192	-1	136	80	52	220	38	150	108	178	248	66	164	
149	93	51	37	-1	233	107	191	247	9	79	261	219	23	205	
249	151	207	263	67	-1	95	179	53	109	39	25	165	137	193	
232	190	64	218	176	8	-1	36	78	120	162	22	148	260	134	
23	16	93	58	72	100	184	-1	233	142	135	2	156	163	247	
45	73	255	101	87	213	143	171	-1	227	241	199	3	157	269	
219	107	247	261	163	191	205	51	65	-1	23	233	177	79	93	
102	158	186	256	18	144	228	200	60	88	-1	214	46	130	74	
51	163	37	93	65	219	247	79	107	135	149	-1	191	205	9	
138	110	68	180	96	82	222	264	194	40	208	12	-1	152	54	
118	216	230	174	188	48	90	6	34	146	244	272	62	-1	104	
18	144	60	228	46	4	256	32	130	158	172	88	186	200	-1	
