-1	120	92	162	148	78	176	106	36	64	260	246	204	134	
9	-1	149	23	37	51	79	93	107	163	135	177	191	205	
26	68	-1	110	124	12	96	40	54	82	166	236	180	138	
0	84	7	-1	252	28	42	56	70	98	140	266	154	182	
57	239	225	15	-1	113	197	169	99	183	71	211	43	85	
268	128	86	212	2	-1	16	184	156	240	254	72	226	58	
101	157	3	129	269	171	-1	255	213	87	185	241	59	73	
214	4	200	158	46	102	32	-1	88	74	60	228	242	18	
172	228	186	200	32	46	144	270	-1	60	242	256	74	130	
229	89	173	19	103	145	201	187	159	-1	131	33	-1	47	
47	215	33	229	173	187	19	145	103	271	-1	159	117	89	
5	19	103	173	89	201	47	131	117	215	75	-1	271	187	
19	103	47	89	187	33	229	173	215	5	201	145	-1	159	
273	62	217	118	6	175	153	125	251	258	211	1	267	-1	
