-1	48	167	139	153	97	181	62	69	188	202	132	83	
160	-1	76	90	62	174	202	146	20	104	132	272	188	
105	245	-1	133	203	231	217	35	91	161	175	147	273	
77	217	259	-1	273	147	231	21	105	175	189	203	245	
91	231	21	35	-1	217	245	133	189	147	49	175	161	
36	260	64	50	106	-1	190	78	162	134	22	246	204	
23	37	51	65	79	93	-1	107	135	261	149	163	177	
126	210	140	238	28	14	42	-1	168	196	224	154	182	
224	84	182	28	14	42	56	252	-1	266	210	140	196	
28	14	42	56	84	70	126	98	154	-1	168	182	224	
56	42	28	14	126	140	84	70	98	238	-1	266	252	
42	126	14	70	98	28	224	84	238	252	196	-1	56	
17	31	87	45	73	101	241	269	129	143	157	171	-1	
