-1	59	73	227	87	31	45	129	255	269	241	157	213	17	101	
151	-1	193	249	137	53	109	95	221	25	39	207	11	67	81	
201	131	-1	47	145	187	271	89	19	173	103	229	257	243	159	
38	164	150	-1	206	234	52	262	192	136	220	178	94	80	66	
9	233	51	107	-1	247	65	219	177	261	79	23	37	149	93	
207	263	67	109	95	-1	179	165	81	193	137	151	25	221	39	
162	246	78	148	134	8	-1	232	92	120	176	260	190	204	22	
23	16	177	198	58	100	2	-1	37	142	51	184	72	156	135	
143	45	269	59	31	3	157	213	-1	87	227	101	185	199	241	
79	177	93	205	163	23	219	65	9	-1	191	233	107	247	51	
172	158	214	32	186	18	60	256	130	74	-1	88	200	144	270	
219	51	135	247	191	65	37	79	205	149	9	-1	163	93	107	
138	180	166	222	110	250	82	194	54	40	68	264	-1	208	152	
188	258	62	160	272	132	104	6	76	34	230	174	48	-1	118	
4	144	60	130	18	200	88	32	172	186	46	256	228	214	-1	
