-1	140	182	196	252	266	238	70	210	168	224	98	0	126	154	
14	-1	98	168	112	154	56	210	0	70	238	126	42	224	266	
112	252	-1	210	140	238	168	154	84	196	14	224	126	42	0	
29	106	8	-1	22	204	246	57	148	120	162	78	260	218	64	
86	30	58	156	-1	212	2	226	184	128	72	16	198	100	170	
18	-1	4	74	46	-1	60	32	144	88	130	186	102	200	158	
33	187	257	89	145	173	-1	117	131	19	215	48	159	75	103	
133	49	63	175	77	217	231	-1	273	245	189	161	91	105	203	
77	217	175	266	105	231	203	126	-1	154	140	245	119	189	91	
9	205	37	191	51	177	163	149	65	-1	79	93	219	233	261	
93	9	136	233	219	247	65	261	51	-1	-1	107	-1	37	23	
256	25	102	144	235	39	193	53	165	270	179	-1	130	88	74	
81	179	53	95	11	165	25	193	235	137	151	207	-1	67	109	
25	81	263	53	207	11	137	179	95	109	193	151	249	-1	165	
55	195	69	125	41	27	181	83	251	97	209	139	223	237	-1	
