-1	76	34	48	146	104	20	188	62	230	118	132	90	216	
174	-1	90	104	216	132	230	20	146	272	244	188	202	160	
95	25	-1	11	67	123	109	53	179	137	165	193	235	207	
109	39	81	-1	53	67	25	95	137	151	193	165	179	221	
26	82	152	124	-1	110	40	138	166	96	180	222	194	236	
43	197	57	155	211	-1	1	183	29	267	127	169	225	141	
85	15	29	141	253	99	-1	57	113	225	239	183	127	155	
269	255	129	171	31	87	213	-1	73	199	3	45	143	241	
255	45	101	17	87	241	199	227	-1	213	269	157	3	185	
158	60	18	32	4	74	46	102	130	-1	88	144	242	172	
200	32	46	60	102	18	74	158	172	186	-1	214	256	228	
58	127	63	2	16	254	119	113	-1	238	149	-1	161	272	
154	56	7	21	35	14	63	49	77	28	42	70	-1	84	
15	50	1	43	8	22	36	64	57	78	92	29	148	-1	
