-1	205	37	261	79	65	51	177	93	107	149	135	163	191	
11	-1	25	39	53	81	95	109	137	151	165	193	179	221	
123	235	-1	207	95	137	193	53	81	67	109	151	221	165	
26	124	12	-1	68	54	82	96	110	166	180	250	194	236	
236	250	180	222	-1	124	138	12	166	194	40	110	26	152	
128	142	58	156	30	-1	254	44	170	72	184	198	212	226	
143	17	45	213	3	108	-1	150	24	157	241	164	206	178	
3	171	129	17	157	241	73	-1	59	31	269	227	185	87	
242	74	18	32	88	102	130	144	-1	186	200	214	228	256	
256	46	144	88	18	4	228	214	270	-1	172	60	102	242	
221	228	214	4	207	25	88	193	123	95	-1	256	235	249	
-1	5	33	75	187	89	103	117	47	131	145	-1	159	173	
20	90	6	272	174	76	34	48	118	202	132	244	-1	216	
7	133	49	63	231	119	77	203	161	35	105	21	147	-1	
