-1	139	167	153	160	181	97	62	83	174	188	132	195	
48	-1	76	216	62	174	202	146	104	90	132	272	160	
105	231	-1	133	203	147	273	175	161	217	91	189	35	
77	21	245	-1	147	231	189	161	91	105	175	259	203	
91	189	21	35	-1	273	217	133	49	231	245	175	259	
36	260	64	50	106	-1	246	78	22	134	162	204	218	
23	37	51	65	79	93	-1	107	135	261	149	163	177	
126	84	42	98	14	168	28	-1	182	196	224	210	154	
252	168	14	28	266	196	42	56	-1	70	238	224	210	
28	14	56	42	98	238	126	266	154	-1	168	182	224	
56	42	28	14	126	252	210	70	140	84	-1	266	182	
42	56	126	70	84	28	14	140	98	252	154	-1	238	
17	31	199	59	45	73	87	255	129	143	101	171	-1	
