-1	205	37	261	79	93	51	177	149	107	65	135	163	233	
11	-1	25	39	53	137	95	109	165	151	263	81	221	193	
123	235	-1	207	95	53	137	67	81	249	151	263	179	109	
26	124	12	-1	68	166	82	96	236	180	54	194	110	250	
194	180	166	222	-1	12	26	138	250	40	110	124	236	152	
30	58	142	44	128	-1	254	156	170	72	184	198	212	268	
143	17	45	241	213	108	-1	150	220	164	157	178	206	3	
3	31	129	171	45	227	87	-1	59	17	73	255	185	199	
242	74	18	32	88	102	130	144	-1	186	200	214	228	256	
256	46	172	88	158	4	228	214	270	-1	102	60	32	242	
221	88	32	214	4	25	235	165	95	193	-1	207	249	228	
-1	5	75	103	187	89	33	117	47	131	145	-1	159	173	
20	146	6	48	174	76	104	272	118	202	132	244	-1	216	
7	105	189	63	35	119	77	133	161	147	49	21	91	-1	
