-1	106	148	162	190	8	92	120	64	260	246	232	78	134	
177	-1	191	219	37	135	65	79	23	93	9	149	163	205	
12	54	-1	110	26	82	40	68	96	138	166	124	222	180	
28	70	196	-1	266	42	98	56	210	224	84	140	154	168	
57	99	211	15	-1	71	225	113	43	85	197	169	183	239	
156	16	226	184	254	-1	128	170	268	198	2	240	58	142	
199	213	171	3	157	31	-1	255	87	241	59	269	45	73	
186	4	158	200	46	88	18	-1	102	60	242	228	74	32	
172	130	32	144	228	46	186	214	-1	74	256	60	242	200	
33	229	271	131	215	19	103	145	159	-1	187	173	-1	47	
19	201	47	229	271	215	131	173	117	89	-1	159	145	103	
47	33	201	215	19	103	145	131	271	5	75	-1	117	89	
215	47	103	19	5	173	229	271	89	201	33	187	-1	159	
273	118	6	62	175	211	217	153	125	251	267	258	1	-1	
